acpipmi.c	AcpiPmipIoctlSetConfiguration(__int64 a1, __int64 a2)
luafv.c	CreateChildTable(__int64 a1)
luafv.c	LuafvCopyNextDirectoryEntry(__int64 a1, signed int a2, __int64 a3, unsigned __int64 a4, char a5, __int64 a6, __int64 a7)
luafv.c	LuafvCopyDirectoryEntry(__int64 a1, int a2, unsigned int a3, void *a4, unsigned __int64 a5, char a6, char a7, __int64 a8, __int64 a9)
luafv.c	LuafvOpenDirectory(__int64 a1, __int64 a2, __int64 a3, unsigned int a4)
luafv.c	LuafvPreCreate(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvReadAndCacheSecurityDescriptor(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<r8>, char a4@<r9b>, __int64 a5@<r12>)
luafv.c	CreateTableNode(__int64 a1, __int64 a2, int a3, __int64 a4)
luafv.c	LuafvCreateUserStorePath(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvPreSetInformation(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvCreateVirtualFile(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
luafv.c	LuafvCreateVirtualPath(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvCopyFile(__int64 a1, __int64 a2, __m128i *a3, __m128i *a4, __int64 a5, char a6)
luafv.c	LuafvCreateTrustedInstallerSid(__int64 a1)
luafv.c	LuafvReadDwordValue(void *a1, UNICODE_STRING *a2, __int64 a3)
luafv.c	LuafvOpenKey(__int64 a1, __int64 a2, HANDLE *a3)
luafv.c	LuafvCopyFile_fin_0(__int64 a1, __int64 a2)
luafv.c	LuafvCopyShortName(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvCopyStreamData(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, unsigned int a6)
luafv.c	FindOrCreateDvfcb(PCUNICODE_STRING String2, __int64 a2)
luafv.c	LuafvLogVirtualCreate(__int64 a1, __int64 a2)
luafv.c	LuafvSetFileCreateEvent(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvPostSetInformationSafe(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvSetEcp(__int64 a1, __int64 a2)
luafv.c	LuafvCreateStoreRootPath(__int64 a1, __int64 a2)
luafv.c	LuafvCreateStoreRootPathWorker(__int64 a1, __int64 a2, __int64 a3)
luafv.c	LuafvCreateStoreRootSecurityDescriptor(__int64 a1)
luafv.c	LuafvCreateUserStoreSecurityDescriptor(__int64 a1, __int64 a2)
luafv.c	LuafvReadFileTable(__int64 a1)
luafv.c	CreateStaticEntry(__int64 a1)
luafv.c	LuafvReadSettings(__int64 a1)
luafv.c	LuafvReadSettings_fin_0(__int64 a1, __int64 a2)
mcd.c	ChangerReadWriteVerification(__int64 a1, __int64 a2)
mcd.c	ChangerFdoSetWmiDataItem(__int64 a1, __int64 a2, unsigned int a3)
mcd.c	ChangerClassCreateClose(__int64 a1, __int64 a2)
mcd.c	CreateChangerDeviceObject(__int64 a1, struct _DEVICE_OBJECT *a2, char a3)
mcd.c	ChangerCreateSymbolicName(__int64 a1, char a2)
mcd.c	ChangerCreateUniqueId(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
mcd.c	ChangerCreateNewDeviceSubKey(void *a1, unsigned int *a2, HANDLE *a3)
mcd.c	ChangerCreateNonPersistentSymbolicName(void *a1, unsigned int *a2, __int64 a3, wchar_t *a4)
megasr.c	EncryptionDecrypt(__int64 a1, unsigned __int64 a2, signed int a3)
mrxsmb.c	MRxSmbDeallocateForSrvOpen(__int64 a1, __int64 a2)
mrxsmb.c	MRxSmbCreateVNetRoot(__int64 a1)
mrxsmb.c	SmbCeSetConnectionKeepalive(int a1@<edx>, __int64 a2@<rcx>, __int64 a3@<rbp>, int a4@<r8d>)
mrxsmb.c	SmbCeSetExchangeExpiryTimeEx(__int64 a1, int a2, char a3, char a4)
mrxsmb.c	SmbCeSetServerBufferSizes(__int64 a1, signed int a2, signed int a3, signed int a4)
mrxsmb.c	CopyBufferToMdl(PMDL MemoryDescriptorList, unsigned __int64 a2, ULONG a3)
mrxsmb.c	RxCeTearDownVC(__int64 a1, __int64 a2)
mrxsmb.c	VctCreateAndCacheEncryptionKey(__int64 a1, __int64 a2, int *a3, int a4)
mrxsmb20.c	Smb2ReconnectOpen_Finalize(__int64 a1, signed __int64 a2, __int64 a3)
mrxsmb20.c	Smb2CompleteSrvOpenReconnectionCallback(__int64 a1, __int64 a2, __int64 a3)
mrxsmb20.c	Smb2ProcessResponseCreateContextBuffer(__int64 a1, __int64 a2, unsigned int a3, __int64 a4)
mrxsmb20.c	Smb2Create_Finalize(__int64 a1)
mrxsmb20.c	Smb2CreateSuccessCompletion(PLARGE_INTEGER Timeout, __int64 a2, __int64 a3, __int64 a4)
mrxsmb20.c	Smb2CompleteSrvOpenInitialization(__int64 a1, char a2, __int64 a3)
mrxsmb20.c	MRxSmb2Create(PLARGE_INTEGER Timeout, signed __int64 a2, __int64 a3, __int64 a4)
mrxsmb20.c	Smb2AttemptDeferredOpen(PLARGE_INTEGER Timeout, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6, __int64 a7, __int64 a8, __int64 a9, __int64 a10, __int64 a11, __int64 a12, __int64 a13, __int64 a14, __int64 a15, __int64 a16, __int64 a17, __int64 a18, __int64 a19, __int64 a20, __int64 a21, __int64 a22, __int64 a23, __int64 a24, __int64 a25, __int64 a26, __int64 a27, __int64 a28, __int64 a29, __int64 a30, __int64 a31, __int64 a32, __int64 a33, char a34)
mrxsmb20.c	Smb2FindOrCreateDirCacheObject(__int64 a1, __int64 a2, __int64 a3, char a4, __int64 a5, __int64 a6)
mrxsmb20.c	Smb2DoesSrvOpenContributeToOplockState(__int64 a1)
mrxsmb20.c	Smb2Create_Start(__int64 a1)
mrxsmb20.c	Smb2AddCreateContextsToRequest(__int64 a1, size_t a2, __int64 a3, PDEVICE_OBJECT a4)
mrxsmb20.c	Smb2WaitForActiveSrvOpen(__int64 a1)
mrxsmb20.c	Smb2ReconnectSrvOpenAsync(__int64 a1, __int64 a2, char a3)
mrxsmb20.c	Smb2ReconnectOpenAsync(__int64 a1, __int64 a2, __int64 a3)
mrxsmb20.c	MRxSmb2ProcessSmbCopyData(__int64 a1, int a2, unsigned int a3)
mrxsmb20.c	MRxSmb2SessionSetup(__int64 a1, __int64 a2, char a3, __int64 a4)
mrxsmb20.c	Smb2SessionSetup_Finalize(__int64 a1)
mrxsmb20.c	ValidateSessionSetupSecurityBlob(__int64 a1, __int64 a2, __int64 a3)
mrxsmb20.c	Smb2SessionSetup_Start(__int64 a1)
mrxsmb20.c	BuildSessionSetupSecurityBlob(__int64 a1, __int64 a2, __int64 a3, int a4)
mrxsmb20.c	Smb2Read_Start(__int64 a1)
mrxsmb20.c	BuildReadChunk(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, unsigned int a6, ULONG Length, char a8, char a9, char a10, __int64 a11)
mrxsmb20.c	Smb2Read_Finalize(__int64 a1, signed __int64 a2, __int64 a3)
mrxsmb20.c	Smb2SessionSetup_Receive(SIZE_T NumberOfBytes, __int64 a2, void *Src, unsigned int a4, unsigned int NumberOfBytesa, __int64 a6, void *Srca)
mrxsmb20.c	Smb2Read_Receive(__int64 a1, __int64 a2, __int64 a3, unsigned int a4, unsigned int a5, __int64 a6, __int64 a7)
mrxsmb20.c	Smb2Create_Receive(__int64 a1, __int64 a2, __int64 a3, unsigned int a4, unsigned int a5, __int64 a6, __int64 a7)
mrxsmb20.c	MRxSmb2CheckForCollapsibleOpen(__int64 a1)
mrxsmb20.c	MRxSmb2CollapseOpen(__int64 a1)
mrxsmb20.c	MRxSmb2PreProcessOpen(__int64 a1)
mrxsmb20.c	MRxSmb2ProbeAndReconnectSrvOpen(__int64 a1, __int64 a2)
mrxsmb20.c	Smb2Read_CopyData(__int64 a1, __int64 _RDX, __int64 a3, unsigned int a4)
mrxsmb20.c	Smb2BuildCreateContextEx(size_t Size, void *a2, __int64 a3, const void *a4, unsigned int Sizea, const void *a6, unsigned int a7)
mrxsmb20.c	Smb2SetInfo_Start(__int64 a1)
mrxsmb20.c	MRxSmb2SetFileInformation(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
mrxsmb20.c	Smb2SetInfo_Receive(__int64 a1, __int64 a2, __int64 a3, unsigned int a4, int a5, __int64 a6, __int64 a7)
mrxsmb20.c	Smb2SetInfo_Finalize(__int64 a1, __int64 a2, __int64 a3)
mrxsmb20.c	Smb2CreateShadowSrvOpen(PLARGE_INTEGER Timeout)
mrxsmb20.c	Smb2CloseShadowSrvOpen(__int64 a1)
mrxsmb20.c	Smb2TreeConnect_CopyData(__int64 a1, __int64 a2, __int64 a3)
mrxsmb20.c	MRxSmb2UndeferOpen(__int64 a1)
mrxsmb20.c	Smb2Create_CopyData(__int64 a1, __int64 a2, __int64 a3)
mrxsmb20.c	Smb2Create_Restart(__int64 a1)
mrxsmb20.c	Smb2ValidateAndReconnectSrvOpen(__int64 a1)
mrxsmb20.c	Smb2QueryDir_CopyData(__int64 _RCX, __int64 a2, __int64 a3, int a4)
mrxsmb20.c	Smb2Read_Continue(__int64 a1)
mrxsmb20.c	Smb2Read_Restart(__int64 a1)
mrxsmb20.c	Smb2SessionSetup_CopyData(__int64 a1, __int64 a2, __int64 a3, int a4)
mrxsmb20.c	MRxSmb2SetEaInformation(__int64 a1)
mrxsmb20.c	MRxSmb2SetFsInformation(__int64 a1)
mrxsmb20.c	MRxSmb2SetQuotaInformation(__int64 a1)
mrxsmb20.c	MRxSmb2SetSecurityInformation(__int64 a1)
mrxsmb20.c	Smb2SetInformation(__int64 a1, int a2, int a3)
mrxsmb20.c	MRxSmb2QueryNetworkOpenInformationByName(__int64 a1, __int64 a2)
mrxsmb20.c	Smb2AttemptToCancelSrvOpenReconnect(__int64 a1)
mrxsmb20.c	Smb2CancelSuspendedExchangeOnSrvOpen(__int64 _RCX, __int64 a2, __int64 a3, __int64 a4)
mrxsmb20.c	Smb2DecrementActiveHandleCount(__int64 a1)
mrxsmb20.c	Smb2InvalidateSrvOpen(__int64 a1, char a2)
mrxsmb20.c	Smb2ReconnectSrvOpenAsyncWorker(__int64 a1)
mrxsmb20.c	Smb2SetDebugInformation(__int64 a1)
mrxsmb20.c	Smb2QueryInfo_CopyData(__int64 a1, __int64 _RDX, unsigned int a3, signed int a4)
mrxsmb20.c	MRxSmb2Read(__int64 a1)
msfs.c	MsReadTimeoutHandler(struct _KDPC *Dpc, PVOID DeferredContext, PVOID SystemArgument1, PVOID SystemArgument2)
msfs.c	MsFsdCreate(__int64 a1, __int64 a2)
msfs.c	MsCommonCreate(__int64 a1, __int64 a2)
msfs.c	MsReadDataQueue(__int64 a1, ULONG_PTR a2, int a3, void *a4, unsigned int a5, __int64 a6)
msfs.c	MsCreateClientEnd(PNTSTATUS AccessStatus, __int64 a2, __int64 a3, ACCESS_MASK a4, __int64 a5, char a6)
msfs.c	MsFsdCreateMailslot(__int64 a1, __int64 a2)
msfs.c	MsCommonCreateMailslot(__int64 a1, __int64 a2)
msfs.c	MsCreateMailslot(__int64 a1, __int64 a2, __int64 a3, __int64 a4, int a5, unsigned int a6, __int64 a7, __int64 a8, __int64 a9, __int64 a10, __int64 a11)
msfs.c	MsCreateFcb(__int64 a1, __int64 a2, __int64 a3, unsigned int a4, int a5, __int64 a6)
msfs.c	MsFsdSetInformation(__int64 a1, struct _IRP *a2)
msfs.c	MsCommonSetInformation(PIRP Irp)
msfs.c	MsSetMailslotInfo(__int64 a1, __int64 a2, unsigned __int64 *a3)
msfs.c	MsFsdRead(PDEVICE_OBJECT DeviceObject, PIRP Irp)
msfs.c	MsCommonRead(PDEVICE_OBJECT DeviceObject, PIRP Irp)
msfs.c	MsCreateMailslotPrefix(__int64 a1, __int64 a2, __int64 a3, __int64 a4, unsigned __int8 a5)
msfs.c	MsFsdSetSecurityInfo(__int64 a1, __int64 a2)
msfs.c	MsCommonSetSecurityInfo(__int64 a1, __int64 a2)
msfs.c	MsCreateDefaultRootSecurity(__int64 a1)
msfs.c	MsOpenMailslotRootDirectory(__int64 a1, __int64 a2, __int64 a3)
msfs.c	MsSetCancelRoutine(__int64 _RCX, __int64 a2)
msfs.c	MsSetBasicInfo(__int64 a1, __int64 a2)
msfs.c	MsCreateWorkContext(PDEVICE_OBJECT DeviceObject, __int64 a2, __int64 a3, __int64 a4)
msfs.c	MsTimeoutRead(__int64 a1, __int64 a2)
msgpioclx.c	GpioClnInvokeReadPins(__int64 a1, __int64 a2, int a3, __int64 a4, __int64 a5, __int64 a6, unsigned __int8 a7)
msgpioclx.c	GpioClnInvokeCreateIoContext(__int64 a1, __int64 a2, unsigned int a3)
msgpioclx.c	GpiopReadPins(__int64 a1, __int64 a2, __int64 a3, unsigned int a4, __int64 a5)
msgpioclx.c	GpiopCreatePinEntry(__int64 a1, __int16 a2)
msgpioclx.c	GpiopCreatePinEntryFromPinNumber(__int64 a1, signed __int16 a2)
msgpioclx.c	GpioHubpCreateHubDeviceObject(__int64 a1)
msgpioclx.c	GpioHubpCreateVirqMapping(unsigned int a1, __int64 a2, __int64 a3)
msgpioclx.c	GpiopSetInterruptState(__int64 a1, __int64 a2, char a3)
msgpioclx.c	GpiopProcessReadPinsRequest(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
msgpioclx.c	GpioClxEvtDeviceFileCreate(__int64 a1, __int64 a2, __int64 a3)
msgpioclx.c	GpioClxEvtProcessReadRequest(__int64 a1, __int64 a2)
msgpioclx.c	GpiopClassLibraryCreate(__int64 a1, __int64 a2)
msgpioclx.c	GpioClxProcessAddDevicePreDeviceCreate(__int64 a1, __int64 a2, __int64 a3)
msgpioclx.c	GpioClxProcessAddDevicePostDeviceCreate(__int64 a1, __int64 a2)
msgpioclx.c	GpiopSetupPrimaryDeviceIoQueue(__int64 a1)
msgpioclx.c	GpiopSetupSelfIoTarget(__int64 a1, __int64 a2)
msgpioclx.c	GpiopOpenResourceHubTarget(__int64 a1, __int64 a2)
msgpioclx.c	GpiopCreateClient(__int64 a1, __int64 a2)
msgpioclx.c	GpiopSetupBankInterrupts(__int64 a1, __int64 a2)
msgpioclx.c	GpiopSetInterruptInformationFromResources(__int64 a1, __int64 a2, __int64 a3)
msgpiowin32.c	Button_ReadDataFromCache(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
msgpiowin32.c	Button_ReadButtonPress(__int64 a1, __int64 a2)
msgpiowin32.c	Button_HidReadReport(__int64 a1, __int64 a2)
msgpiowin32.c	Button_EvtIoRead(__int64 a1, __int64 a2, __int64 a3)
msgpiowin32.c	Button_PowerSettingCallback(__int64 a1, __int64 a2, int a3, __int64 a4)
msgpiowin32.c	Indicator_PowerSettingCallback(__int64 a1, __int64 a2, int a3, __int64 a4)
msgpiowin32.c	Indicator_EvtIoRead(__int64 a1, __int64 a2, __int64 a3)
msgpiowin32.c	Button_CreateChildPdo(__int64 a1)
mshidumdf.c	HidUmdfCreateCleanupClose(__int64 a1, __int64 a2)
msrpc.c	RpcBindingCopy(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
msrpc.c	RpcBindingCreateW(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
msrpc.c	NdrMesTypeDecode2(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
msrpc.c	NdrMesTypeDecode3(__int64 a1, __int64 a2, __int64 a3, __int64 a4, unsigned int a5, __int64 a6)
msrpc.c	NdrMesTypeDecode(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
msrpc.c	MesDecodeBufferHandleCreate(__int64 a1, unsigned int a2, __int64 *a3)
msrpc.c	MesEncodeIncrementalHandleCreate(__int64 a1, __int64 a2, __int64 a3, __int64 *a4)
msrpc.c	RpcBindingSetOption(__int64 a1, int a2, __int64 a3)
msrpc.c	MesEncodeDynBufferHandleCreate(__int64 a1, __int64 a2, __int64 a3)
msrpc.c	RpcBindingSetAuthInfoExW(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6, __int64 a7)
msrpc.c	RpcBindingSetAuthInfoW(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, int a6)
msrpc.c	UuidCreateNil(__int64 a1)
msrpc.c	MesDecodeIncrementalHandleCreate(__int64 a1, __int64 a2, __int64 a3)
msrpc.c	MesEncodeFixedBufferHandleCreate(__int64 a1, unsigned int a2, __int64 a3, __int64 a4)
msrpc.c	NdrMesProcEncodeDecode(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
msrpc.c	NdrMesProcEncodeDecode2(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
msrpc.c	NdrMesSimpleTypeDecode(__int64 a1, __int64 a2, __int16 a3)
msrpc.c	NdrMesProcEncodeDecode3(__int64 a1, __int64 a2, unsigned int a3, __int64 *a4, char a5)
msrpc.c	NdrMesSimpleTypeDecodeAll(__int64 a1, __int64 a2, __int64 a3, __int16 a4)
mup.c	MupSurrogateSetUndecoratedFileName(__int64 a1, __int64 a2)
ndis.c	NdisAcquireRWLockRead(__int64 a1, __int64 a2, char a3)
ndis.c	NdisSetTimerObject(__int64 a1, __int64 a2, LONG a3, __int64 a4)
ndis.c	NdisSetThreadObjectCompartmentId(PVOID Object, unsigned int a2)
ndis.c	NdisAcquireReadWriteLock(PNDIS_RW_LOCK Lock, BOOLEAN fWrite, PLOCK_STATE LockState)
ndis.c	NdisReleaseReadWriteLock(PNDIS_RW_LOCK Lock, PLOCK_STATE LockState)
ndis.c	NdisSetEvent(PNDIS_EVENT Event)
ndis.c	NdisSetTimer(PNDIS_TIMER Timer, UINT MillisecondsToDelay)
ndis.c	NdisInitializeReadWriteLock(PNDIS_RW_LOCK Lock)
ndis.c	NdisMSetBusData(__int64 a1, unsigned int a2, unsigned int a3, __int64 a4)
ndis.c	NdisCopySendNetBufferListInfo(__int64 a1, __int64 a2)
ndis.c	NdisFSetAttributes(__int64 a1, __int64 a2)
ndis.c	NdisMSetTimer(__int64 a1, int a2)
ndis.c	NdisClOpenAddressFamilyEx(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
ndis.c	NdisMSetPeriodicTimer(__int64 a1, LONG a2)
ndis.c	NdisMSetInformationComplete(ULONG_PTR BugCheckParameter2, int a2)
ndis.c	NdisCopyFromNetBufferToNetBuffer(__int64 a1, int a2, unsigned int a3, __int64 a4, int a5, __int64 a6)
ndis.c	NdisCopyReceiveNetBufferListInfo(__int64 a1, __int64 a2)
ndis.c	NdisConvertNdisStatusToNtStatus(unsigned int a1)
ndis.c	NdisConvertNtStatusToNdisStatus(unsigned int a1)
ndis.c	NdisCopyBuffer(PNDIS_STATUS Status, PNDIS_BUFFER *Buffer, NDIS_HANDLE PoolHandle, PVOID MemoryDescriptor, UINT Offset, UINT Length)
ndis.c	NdisCopyFromPacketToPacket(PNDIS_PACKET Destination, UINT DestinationOffset, UINT BytesToCopy, PNDIS_PACKET Source, UINT SourceOffset, PUINT BytesCopied)
ndis.c	NdisCopyFromPacketToPacketSafe(PNDIS_PACKET Destination, UINT DestinationOffset, UINT BytesToCopy, PNDIS_PACKET Source, UINT SourceOffset, PUINT BytesCopied, MM_PAGE_PRIORITY Priority)
ndis.c	NdisSetPacketPoolProtocolId(NDIS_HANDLE PacketPoolHandle, UINT ProtocolId)
ndis.c	NdisSetPacketStatus(PNDIS_PACKET Packet, NDIS_STATUS Status, NDIS_HANDLE Handle, ULONG Code)
ndis.c	NdisIMCopySendCompletePerPacketInfo(__int64 a1, __int64 a2)
ndis.c	NdisIMCopySendPerPacketInfo(__int64 a1, __int64 a2)
ndis.c	NdisDprAcquireReadWriteLock(PKSPIN_LOCK SpinLock, char a2, __int64 a3)
ndis.c	NdisDprReleaseReadWriteLock(PKSPIN_LOCK SpinLock, __int64 a2)
ndis.c	NdisInterlockedDecrement(volatile signed __int32 *a1)
ndis.c	NdisMCreateLog(__int64 a1, unsigned int a2, __int64 a3)
ndis.c	NdisSetPacketCancelId(__int64 a1, __int64 a2)
ndis.c	NdisSetProtocolFilter(PNDIS_STATUS Status, NDIS_HANDLE NdisBindingHandle, RECEIVE_HANDLER ReceiveHandler, RECEIVE_PACKET_HANDLER ReceivePacketHandler, NDIS_MEDIUM Medium, UINT Offset, UINT Size, PUCHAR Pattern)
ndis.c	NdisSetupDmaTransfer(PNDIS_STATUS Status, NDIS_HANDLE NdisDmaHandle, PNDIS_BUFFER Buffer, ULONG Offset, ULONG Length, BOOLEAN WriteToDevice)
ndis.c	NdisSetCoalescableTimerObject(__int64 a1, __int64 a2, unsigned int a3, __int64 a4, unsigned int a5)
ndis.c	NdisSetPeriodicTimer(__int64 a1, LONG a2)
ndis.c	NdisSetTimerEx(PNDIS_TIMER Timer, UINT MillisecondsToDelay, PVOID FunctionContext)
ndis.c	NdisMReadDmaCounter(__int64 a1)
ndis.c	NdisReadPciSlotInformation(NDIS_HANDLE NdisAdapterHandle, ULONG SlotNumber, ULONG Offset, PVOID Buffer, ULONG Length)
ndis.c	NdisReadPcmciaAttributeMemory(NDIS_HANDLE NdisAdapterHandle, ULONG Offset, PVOID Buffer, ULONG Length)
ndis.c	NdisSetSessionCompartmentId(int a1, unsigned int a2)
ndis.c	NdisMSetVirtualFunctionBusData(__int64 a1, unsigned __int16 a2, __int64 a3, unsigned int a4)
ndis.c	NdisReadConfiguration(PNDIS_STATUS Status, PNDIS_CONFIGURATION_PARAMETER *ParameterValue, NDIS_HANDLE ConfigurationHandle, PNDIS_STRING Keyword, NDIS_PARAMETER_TYPE ParameterType)
ndis.c	NdisOpenConfigurationEx(__int64 a1, PVOID *a2)
ndis.c	NdisOpenConfiguration(PNDIS_STATUS Status, PNDIS_HANDLE ConfigurationHandle, NDIS_HANDLE WrapperConfigurationContext)
ndis.c	NdisMSetMiniportAttributes(PVOID FunctionContext, unsigned __int64 a2, __int64 a3, __int64 a4)
ndis.c	NdisSetOptionalHandlers@<rax>(unsigned __int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<r12>)
ndis.c	NdisReadNetworkAddress(PNDIS_STATUS Status, PVOID *NetworkAddress, PUINT NetworkAddressLength, NDIS_HANDLE ConfigurationHandle)
ndis.c	NdisOpenConfigurationKeyByName(PNDIS_STATUS Status, NDIS_HANDLE ConfigurationHandle, PNDIS_STRING SubKeyName, PNDIS_HANDLE SubKeyHandle)
ndis.c	NdisOpenProtocolConfiguration(PNDIS_STATUS Status, PNDIS_HANDLE ConfigurationHandle, PNDIS_STRING ProtocolSection)
ndis.c	NdisOpenConfigurationKeyByIndex(PNDIS_STATUS Status, NDIS_HANDLE ConfigurationHandle, ULONG Index, PNDIS_STRING KeyName, PNDIS_HANDLE KeyHandle)
ndis.c	NdisCompleteBindAdapter(NDIS_HANDLE BindAdapterContext, NDIS_STATUS Status, NDIS_STATUS OpenStatus)
ndis.c	NdisImmediateReadPortUchar(__int64 a1, unsigned int a2, unsigned __int8 *a3)
ndis.c	NdisImmediateReadPortUlong(__int64 a1, unsigned int a2, unsigned __int8 *a3)
ndis.c	NdisImmediateReadPortUshort(__int64 a1, unsigned int a2, unsigned __int8 *a3)
ndis.c	NdisImmediateReadSharedMemory(__int64 a1, unsigned int a2, __int64 a3, unsigned int a4)
ndis.c	NdisOpenFile(PNDIS_STATUS Status, PNDIS_HANDLE FileHandle, PUINT FileLength, PNDIS_STRING FileName, NDIS_PHYSICAL_ADDRESS HighestAcceptableAddress)
ndis.c	NdisMSetAttributes(PVOID FunctionContext, __int64 a2, char a3, int a4)
ndis.c	NdisMSetMiniportSecondary@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<r12>, __int64 a4@<r14>, __int64 a5@<r15>)
ndis.c	NdisReadEisaSlotInformation(PNDIS_STATUS Status, NDIS_HANDLE WrapperConfigurationContext, PUINT SlotNumber, PNDIS_EISA_FUNCTION_INFORMATION EisaData)
ndis.c	NdisReadEisaSlotInformationEx(PNDIS_STATUS Status, NDIS_HANDLE WrapperConfigurationContext, PUINT SlotNumber, PNDIS_EISA_FUNCTION_INFORMATION *EisaData, PUINT NumberOfFunctions)
ndis.c	NdisOpenNDKAdapter(__int64 a1)
ndis.c	NdisMReadConfigBlock(__int64 a1, unsigned int a2, __int64 a3, unsigned int a4)
ndis.c	NdisSetAoAcOptions(__int64 a1, char a2, __int64 a3, __int64 a4)
ndis.c	NdisMSetAttributesEx(PVOID FunctionContext, __int64 a2, unsigned int a3, int a4, int a5)
ndis.c	NdisOpenAdapterEx@<rax>(PVOID P@<rcx>, __int64 a2@<rdx>, __int64 a3@<r8>, __int64 a4@<r9>, int a5@<r12d>, __int64 a6)
ndis.c	NdisClOpenAddressFamily(__int64 a1, __int64 a2, __int64 a3, unsigned __int64 a4, unsigned int a5, __int64 a6)
ndis.c	NdisOpenAdapter(PNDIS_STATUS Status, PNDIS_STATUS OpenErrorStatus, PNDIS_HANDLE NdisBindingHandle, PUINT SelectedMediumIndex, PNDIS_MEDIUM MediumArray, UINT MediumArraySize, NDIS_HANDLE NdisProtocolHandle, NDIS_HANDLE ProtocolBindingContext, PNDIS_STRING AdapterName, UINT OpenOptions, PSTRING AddressingInformation)
ndis.c	NdisImmediateReadPciSlotInformation(__int64 a1, __int64 a2, unsigned int a3, __int64 a4, unsigned int a5)
ndis.c	NdisCoCreateVc(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
ndis.c	NdisMCmCreateVc(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
ndis.c	NdisCmOpenAddressFamilyComplete(unsigned int a1, __int64 a2, __int64 a3)
Ndu.c	NduDriverDispatchCreate(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduCreateDeviceIoObject(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduCreateDeviceContext(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduSetSecondaryAppMetaDataList(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduSetAppMetaDataList(__int64 a1, __int64 a2, signed __int64 a3, const void *a4, char a5, __int16 a6, __int16 a7, __int64 a8, __int64 a9, __int64 a10)
Ndu.c	NduSetAppMetaDataListForRegularFlow(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
Ndu.c	NduSetAppMetaDataListForRedirectedFlow(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
Ndu.c	NduCreateFlowContext(__int64 a1, __int64 a2, __int64 a3, unsigned int a4, __int64 a5)
Ndu.c	NduSetAppMetaDataListWorkerRoutine(PDEVICE_OBJECT DeviceObject, PVOID Context)
Ndu.c	NduCreateAndAssociateFlowContextToTransportLayer(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
Ndu.c	NduCreateNblContext(unsigned int **a1, __int64 a2)
Ndu.c	NduCreateWfpCalloutList(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduCreateWfpContext(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduCreateWfpFiltersList(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduConvertInterfaceStatsListToUserInterfaceStatsArray(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduCreateStatsContext(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduFindOrCreateAppStatsEx(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
Ndu.c	NduCreateProcessStats(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
Ndu.c	NduFindOrCreateProcessStats(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
Ndu.c	NduConvertProcessStatsEntryToAppStats(__int64 a1, __int64 a2, __int64 a3)
Ndu.c	NduConvertEnergyToTokens(__int64 a1, unsigned int a2)
